,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
139,Tục Ngữ Phong Dao - Một Kho Vàng Chung Của Nhân Loại (Bìa Cứng),https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tuc-ngu-phong-dao-135k.u5102.d20170426.t090203.758486.jpg,Chuyên đề,"Tục Ngữ Phong Dao - Một Kho Vàng Chung Của Nhân Loại (Bìa Cứng)  Còn mục đích quyển sách, thì cốt ở một điều là cứ theo như cái phong trào có mới nới cũ ngày nay, ai là người đã lưu tâm đến quốc văn ...",117000.0,14.5 x 20.5 cm,700.0,Ôn Như Nguyễn Văn Ngọc,,,,,Tục Ngữ Phong Dao - Một Kho Vàng Chung Của Nhân Loại (Bìa Cứng),https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tuc-ngu-phong-dao-135k.u5102.d20170426.t090203.758486.jpg,Chuyên đề,Ôn Như Nguyễn Văn Ngọc,"Tục Ngữ Phong Dao - Một Kho Vàng Chung Của Nhân Loại (Bìa Cứng)  Còn mục đích quyển sách, thì cốt ở một điều là cứ theo như cái phong trào có mới nới cũ ngày nay, ai là người đã lưu tâm đến quốc văn ...",117000.0,Nhà sách Minh Thắng,2017-05-01 00:00:00,Bìa mềm,700.0,Nhà Xuất Bản Tổng hợp TP.HCM,14.5 x 20.5 cm,,
140,"Phương Pháp Giải Toán Tổ Hợp, Xác Suất, Phương Trình, Bất Phương Trình Vô Tỷ, Phương Pháp Tọa Độ Trong Mặt Phẳng",https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img141.u4939.d20170328.t151431.880014.jpg,Chuyên đề,"Cuốn sách Phương Pháp Giải Toán Tổ Hợp, Xác Suất, Phương Trình, Bất Phương Trình Vô Tỷ, Phương Pháp Tọa Độ Trong Mặt Phẳng bao gồm các phần ôn tập lý thuyết cơ bản, các bài tập cụ thể và cách giải chi...",79200.0,17 x 24 cm,366.0,Nhiều Tác Giả,,,,,"Phương Pháp Giải Toán Tổ Hợp, Xác Suất, Phương Trình, Bất Phương Trình Vô Tỷ, Phương Pháp Tọa Độ Trong Mặt Phẳng",https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img141.u4939.d20170328.t151431.880014.jpg,Chuyên đề,Nhiều Tác Giả,"Cuốn sách Phương Pháp Giải Toán Tổ Hợp, Xác Suất, Phương Trình, Bất Phương Trình Vô Tỷ, Phương Pháp Tọa Độ Trong Mặt Phẳng bao gồm các phần ôn tập lý thuyết cơ bản, các bài tập cụ thể và cách giải chi...",79200.0,Nhà Sách Hồng Ân,2016-05-25 00:00:00,Bìa mềm,366.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
141,Chinh Phụ Đỉnh Olympia Ngân Hàng Câu Hỏi Có Đáp Án Và Lời Giải Vật Lí,https://salt.tikicdn.com/cache/280x280/ts/product/a1/a0/5b/6639fe3dd92be2a2b63a632e1b984afc.jpg,Chuyên đề,Đường lên đỉnh Olympia là một trong những gameshows về tri thức. Nó không chỉ là đặc sản trên sóng truyền hình mà còn là trò chơi hấp dẫn về giá trị giải thưởng. Với nguồn tri thức vô hạn của nhân loạ...,95000.0,,,Trịnh Minh Hiệp,,,,,Chinh Phụ Đỉnh Olympia Ngân Hàng Câu Hỏi Có Đáp Án Và Lời Giải Vật Lí,https://salt.tikicdn.com/cache/280x280/ts/product/a1/a0/5b/6639fe3dd92be2a2b63a632e1b984afc.jpg,Chuyên đề,Trịnh Minh Hiệp,Đường lên đỉnh Olympia là một trong những gameshows về tri thức. Nó không chỉ là đặc sản trên sóng truyền hình mà còn là trò chơi hấp dẫn về giá trị giải thưởng. Với nguồn tri thức vô hạn của nhân loạ...,95000.0,Khang Việt Book,,Bìa mềm,,Nhà Xuất Bản Dân Trí,,,
142,Giải Chi Tiết Bộ Đề Thi THPT Quốc Gia Môn Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/70/a1/b8/83a624a1d890c5e1bacba1a20d6f61cd.jpg,Chuyên đề,Cuốn sách Giải Chi Tiết Bộ Đề Thi THPT Quốc Gia Môn Tiếng Anh bao gồm các đề minh họa và cách giải chi tiết giúp các em học sinh lớp 12 ôn lại kiến thức đã học. Đây thực sự là cuốn sách bổ ích cho cá...,122000.0,17 x 24 cm,535.0,Lưu Hoằng Trí,,,,,Giải Chi Tiết Bộ Đề Thi THPT Quốc Gia Môn Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/70/a1/b8/83a624a1d890c5e1bacba1a20d6f61cd.jpg,Chuyên đề,Lưu Hoằng Trí,Cuốn sách Giải Chi Tiết Bộ Đề Thi THPT Quốc Gia Môn Tiếng Anh bao gồm các đề minh họa và cách giải chi tiết giúp các em học sinh lớp 12 ôn lại kiến thức đã học. Đây thực sự là cuốn sách bổ ích cho cá...,122000.0,Nhà Sách Hồng Ân,2016-07-25 00:00:00,Bìa mềm,535.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
143,Kỹ Xảo Giải Tối Ưu Hóa Học Chuyên Đề Vô Cơ (Tập 1),https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5131.d20170426.t205234.499342.jpg,Chuyên đề,Kỹ Xảo Giải Tối Ưu Hóa Học Chuyên Đề Vô Cơ (Tập 1) Đối với những học sinh yêu thích môn Hóa và chọn môn Hóa làm cơ sở xét tuyển vào các trường đại học thì đều phải luyện giải bài tập rất nhiều. Để c...,180000.0,20 x 30 cm,549.0,Lưu Văn Dầu,,,,,Kỹ Xảo Giải Tối Ưu Hóa Học Chuyên Đề Vô Cơ (Tập 1),https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5131.d20170426.t205234.499342.jpg,Chuyên đề,Lưu Văn Dầu,Kỹ Xảo Giải Tối Ưu Hóa Học Chuyên Đề Vô Cơ (Tập 1) Đối với những học sinh yêu thích môn Hóa và chọn môn Hóa làm cơ sở xét tuyển vào các trường đại học thì đều phải luyện giải bài tập rất nhiều. Để c...,180000.0,Khang Việt Book,2017-04-25 00:00:00,Bìa mềm,549.0,Nhà Xuất Bản Tổng hợp TP.HCM,20 x 30 cm,,2017
144,Kì thi toán học Hoa kỳ AMC 10/12 Một số chuyên đề Chọn lọc,https://salt.tikicdn.com/cache/280x280/ts/product/72/2c/51/d0b18f120cc995c21330fbe4df275b89.jpg,Chuyên đề,"Nội dung gồm có: Phần I. Các chủ đề xuất hiện trong đề thi AMC Chương 1. Tính giá trị biểu thức, giá trị của biến Chương 2. Hình học Chương 3. Các bài toán lôgic Chương 4. Các bài toán đếm Chươn...",95000.0,,,Lê Anh Vinh,,,,,Kì thi toán học Hoa kỳ AMC 10/12 Một số chuyên đề Chọn lọc,https://salt.tikicdn.com/cache/280x280/ts/product/72/2c/51/d0b18f120cc995c21330fbe4df275b89.jpg,Chuyên đề,Lê Anh Vinh,"Nội dung gồm có: Phần I. Các chủ đề xuất hiện trong đề thi AMC Chương 1. Tính giá trị biểu thức, giá trị của biến Chương 2. Hình học Chương 3. Các bài toán lôgic Chương 4. Các bài toán đếm Chươn...",95000.0,Công ty TNHH Văn hóa Truyền thông IMO Việt Nam,,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,,
145,Phân Tích Hướng Giải Tối Ưu Chinh Phục Bài Tập Hóa Học - Chuyên Đề Este,https://salt.tikicdn.com/cache/280x280/media/catalog/product/p/h/phan-tich-huong-giai-toi-uu-chinh-phuc-bai-tap-hoa-hoc-chuyen-de-este--.u2751.d20170414.t140200.487650.jpg,Chuyên đề,"Nếu bạn đang trong giai đoạn ôn thi vào đại học hoặc đơn giản chỉ là đang học phần hữu cơ của hóa học phổ thông, chắc hẳn bạn sẽ đồng ý rằng đây là giai đoạn chúng ta gặp khá nhiều vấn đề về việc tìm ...",93600.0,16 x 24 cm,310.0,Nguyễn Công Kiệt - Lâm Mạnh Cường,,,,,Phân Tích Hướng Giải Tối Ưu Chinh Phục Bài Tập Hóa Học - Chuyên Đề Este,https://salt.tikicdn.com/cache/280x280/media/catalog/product/p/h/phan-tich-huong-giai-toi-uu-chinh-phuc-bai-tap-hoa-hoc-chuyen-de-este--.u2751.d20170414.t140200.487650.jpg,Chuyên đề,Nguyễn Công Kiệt - Lâm Mạnh Cường,"Nếu bạn đang trong giai đoạn ôn thi vào đại học hoặc đơn giản chỉ là đang học phần hữu cơ của hóa học phổ thông, chắc hẳn bạn sẽ đồng ý rằng đây là giai đoạn chúng ta gặp khá nhiều vấn đề về việc tìm ...",93600.0,Khang Việt Book,2017-04-07 00:00:00,Bìa mềm,310.0,Nhà Xuất Bản Tổng hợp TP.HCM,16 x 24 cm,,
146,Phương Pháp Giải Nhanh Toán Trắc Nghiệm Giải Tích Và Số Phức,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img195.u4939.d20170330.t151942.635561.jpg,Chuyên đề,Phương Pháp Giải Nhanh Toán Trắc Nghiệm Giải Tích Và Số Phức Sách được biên soạn theo chương trình sách giáo khoa hiện hành gồm các chuyên đề toán về giải tích và số phức; phương pháp giải nhằm ôn tậ...,23800.0,17 x 24 cm,190.0,ThS. Nguyễn Vũ Thụ Nhân,,,,,Phương Pháp Giải Nhanh Toán Trắc Nghiệm Giải Tích Và Số Phức,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img195.u4939.d20170330.t151942.635561.jpg,Chuyên đề,ThS. Nguyễn Vũ Thụ Nhân,Phương Pháp Giải Nhanh Toán Trắc Nghiệm Giải Tích Và Số Phức Sách được biên soạn theo chương trình sách giáo khoa hiện hành gồm các chuyên đề toán về giải tích và số phức; phương pháp giải nhằm ôn tậ...,23800.0,Nhà Sách Hồng Ân,2017-03-30 00:00:00,Bìa mềm,190.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
147,Chinh Phục Câu Hỏi Lí Thuyết Toán Học (Luyện Thi THPT Quốc Gia),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img106.u4939.d20170328.t122305.178847.jpg,Chuyên đề,Cuốn sách Chinh Phục Câu Hỏi Lí Thuyết Toán Học (Luyện Thi THPT Quốc Gia) bao gồm phần hệ thống các kiến thức cơ bản và cách giải các bộ đề thi thử giúp các em học sinh lớp 12 hệ thống lại kiến thức đ...,58800.0,17 x 24 cm,530.0,Nguyễn Phú Khánh,,,,,Chinh Phục Câu Hỏi Lí Thuyết Toán Học (Luyện Thi THPT Quốc Gia),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img106.u4939.d20170328.t122305.178847.jpg,Chuyên đề,Nguyễn Phú Khánh,Cuốn sách Chinh Phục Câu Hỏi Lí Thuyết Toán Học (Luyện Thi THPT Quốc Gia) bao gồm phần hệ thống các kiến thức cơ bản và cách giải các bộ đề thi thử giúp các em học sinh lớp 12 hệ thống lại kiến thức đ...,58800.0,Nhà Sách Hồng Ân,2015-11-20 00:00:00,Bìa mềm,530.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
148,Sách bài giảng tích hợp dao động và sóng cơ học,https://salt.tikicdn.com/cache/280x280/ts/product/a3/78/61/653e30253374c7798a6ab925b694ac8e.jpg,Chuyên đề,LỜI NÓI ĐẦUMến chào quý thầy cô và các em học sinh yêu quý. Chúng ta đang trong giai đoạn đổi mới giáo dục và hội nhập quốc tế. Giáo dục với sứ mệnh là kiến trúc sư cho sự phát triển của đất nước. Vậ...,189000.0,,200.0,H,,,,,Sách bài giảng tích hợp dao động và sóng cơ học,https://salt.tikicdn.com/cache/280x280/ts/product/a3/78/61/653e30253374c7798a6ab925b694ac8e.jpg,Chuyên đề,H,LỜI NÓI ĐẦUMến chào quý thầy cô và các em học sinh yêu quý. Chúng ta đang trong giai đoạn đổi mới giáo dục và hội nhập quốc tế. Giáo dục với sứ mệnh là kiến trúc sư cho sự phát triển của đất nước. Vậ...,189000.0,NXB Đại Học Quốc Gia Hà Nộ,2021-08-08 22:14:49,Bìa mềm,200.0,dai hoc quoc gia ha noi,,,Đầu Tiên
149,450 Bài Tập Trắc Nghiệm Đại Số - Lượng Giác (Luyện Thi THPT Quốc Gia),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img077.u4939.d20170327.t140528.769725.jpg,Chuyên đề,Cuốn sách 450 Bài Tập Trắc Nghiệm Đại Số - Lượng Giác (Luyện Thi THPT Quốc Gia) bao gồm các bài tập trắc nghiệm được tác giả biên soạn nhằm hệ thống lại kiến thức cho các em học sinh. Những câu hỏi n...,49000.0,17 x 24 cm,235.0,Bùi Ngọc Anh,,,,,450 Bài Tập Trắc Nghiệm Đại Số - Lượng Giác (Luyện Thi THPT Quốc Gia),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img077.u4939.d20170327.t140528.769725.jpg,Chuyên đề,Bùi Ngọc Anh,Cuốn sách 450 Bài Tập Trắc Nghiệm Đại Số - Lượng Giác (Luyện Thi THPT Quốc Gia) bao gồm các bài tập trắc nghiệm được tác giả biên soạn nhằm hệ thống lại kiến thức cho các em học sinh. Những câu hỏi n...,49000.0,Nhà Sách Hồng Ân,2016-10-27 00:00:00,Bìa mềm,235.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
150,Chiến Thuật Ôn Tập Ngữ Văn Luyện Thi Vào Lớp 10 Bằng Sơ Đồ Tư Duy,https://salt.tikicdn.com/cache/280x280/ts/product/12/0d/82/0f51ef74b1539aee25ea426d6a8f9c96.jpg,Chuyên đề,Chiến Thuật Ôn Tập Ngữ Văn Lớp 9 Luyện Thi Vào 10 Bằng Sơ Đồ Tư DuyBạn sắp sửa bước vào kì thi vào lớp 10 THPT? Và đang gặp khó khăn với “mê cung” văn học đầy rẫy kiến thức?Chúng ta ai cũng từng k...,161000.0,"20,5x29,5",392.0,Trịnh Quỳnh,,,,,Chiến Thuật Ôn Tập Ngữ Văn Luyện Thi Vào Lớp 10 Bằng Sơ Đồ Tư Duy,https://salt.tikicdn.com/cache/280x280/ts/product/12/0d/82/0f51ef74b1539aee25ea426d6a8f9c96.jpg,Chuyên đề,Trịnh Quỳnh,Chiến Thuật Ôn Tập Ngữ Văn Lớp 9 Luyện Thi Vào 10 Bằng Sơ Đồ Tư DuyBạn sắp sửa bước vào kì thi vào lớp 10 THPT? Và đang gặp khó khăn với “mê cung” văn học đầy rẫy kiến thức?Chúng ta ai cũng từng k...,161000.0,MCBOOKS,,Bìa mềm,392.0,,"20,5x29,5",,
151,Combo 23 Chuyên Đề Giải 1001 Bài Toán Sơ Cấp (trọn bộ 2 tập),https://salt.tikicdn.com/cache/280x280/ts/product/c2/e5/ba/ae8e95975c09047b35854b523b0f8124.jpg,Chuyên đề,23 Chuyên Đề Giải 1001 Bài Toán Sơ Cấp (Tập 1)Chuyên đề 1. Biến đổi đồng nhấtChuyên đề 2. Biến đổi căn thứcChuyên đề 3. Xác định đa thứcChuyên đề 4. Hệ phương trình bậc nhấtChuyên đề 5. Phương t...,155000.0,,640.0,Nguyễn Đức Đồng (Chủ Biên),,,,,Combo 23 Chuyên Đề Giải 1001 Bài Toán Sơ Cấp (trọn bộ 2 tập),https://salt.tikicdn.com/cache/280x280/ts/product/c2/e5/ba/ae8e95975c09047b35854b523b0f8124.jpg,Chuyên đề,Nguyễn Đức Đồng (Chủ Biên),23 Chuyên Đề Giải 1001 Bài Toán Sơ Cấp (Tập 1)Chuyên đề 1. Biến đổi đồng nhấtChuyên đề 2. Biến đổi căn thứcChuyên đề 3. Xác định đa thứcChuyên đề 4. Hệ phương trình bậc nhấtChuyên đề 5. Phương t...,155000.0,NXB Đại Học Quốc Gia Hà Nội,,Bìa mềm,640.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
152,"Hành Trình Từ 0 Đến 9+ Môn Hóa học - Phần Vô Cơ (Học kèm App TKBooks, tặng Ebook và Video, đề thi thử) (Tặng Bút Hoạt Hình Kute)",https://salt.tikicdn.com/cache/280x280/ts/product/d5/1e/e1/815b800af1ed93580709a64ed116258e.jpg,Chuyên đề,“Hãy vượt qua giới hạn bản thân để vươn tới tầm cao mới! Chấp nhận đau đớn và xuyên qua nỗi sợ hãi để tới bên kia vạch đích.” - Lê Đăng KhươngĐây không chỉ là một quyển sách - Hành trình từ 0 đến 9+...,174200.0,19*26,438.0,ThS. Lê Đăng Khương,,,,,"Hành Trình Từ 0 Đến 9+ Môn Hóa học - Phần Vô Cơ (Học kèm App TKBooks, tặng Ebook và Video, đề thi thử) (Tặng Bút Hoạt Hình Kute)",https://salt.tikicdn.com/cache/280x280/ts/product/d5/1e/e1/815b800af1ed93580709a64ed116258e.jpg,Chuyên đề,ThS. Lê Đăng Khương,“Hãy vượt qua giới hạn bản thân để vươn tới tầm cao mới! Chấp nhận đau đớn và xuyên qua nỗi sợ hãi để tới bên kia vạch đích.” - Lê Đăng KhươngĐây không chỉ là một quyển sách - Hành trình từ 0 đến 9+...,174200.0,MCBOOKS,,Bìa mềm,438.0,,19*26,,
153,Tổng hợp Ngữ Pháp và Bài Tập Tiếng Anh Lớp 8,https://salt.tikicdn.com/cache/280x280/ts/product/27/f4/33/d6a984d98a26dee38f661d3f698b3440.jpg,Chuyên đề,"Tổng Hợp Ngữ Pháp Và Bài Tập Tiếng Anh Lớp 8 (Tái Bản)Tổng Hợp Ngữ Pháp Và Bài Tập Tiếng Anh Lớp 8 được biên soạn với nội dung kiến thức bám sát chương trình của Bộ Giáo dục và đào tạo. Trong đó, mỗ...",58500.0,17x24,156.0,Đỗ Nhung,,,,,Tổng hợp Ngữ Pháp và Bài Tập Tiếng Anh Lớp 8,https://salt.tikicdn.com/cache/280x280/ts/product/27/f4/33/d6a984d98a26dee38f661d3f698b3440.jpg,Chuyên đề,Đỗ Nhung,"Tổng Hợp Ngữ Pháp Và Bài Tập Tiếng Anh Lớp 8 (Tái Bản)Tổng Hợp Ngữ Pháp Và Bài Tập Tiếng Anh Lớp 8 được biên soạn với nội dung kiến thức bám sát chương trình của Bộ Giáo dục và đào tạo. Trong đó, mỗ...",58500.0,MCBOOKS,,Bìa mềm,156.0,,17x24,,
