,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu, khối lượng, kích thước, mã sản phẩm, ngày phát hành, ngôn ngữ, nhà phát hành, nhà xuất bản, số trang, tác giả, định dạng, người dịch
383,Từ Điển Việt - Anh (Trên 135.000 Từ),https://www.vinabook.com/images/thumbnails/product/240x/241671_p72868m002.jpg,Tiếng Anh,,"  Thông tin tác giả    Trần Mạnh Tường 
                                                                                                                                            Trần Mạnh Tường
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nhằm đáp ứng nhu cầu học tiếng Anh đa dạng của nhiều người. Nhóm chúng tôi đã biên soạn cuốn từ điển Việt - Anh này để phục vụ cho người học tiếng Anh thuộc mọi trình độ.Sách được biên soạn kỹ lưỡng, lượng từ phong phú giải thích dễ hiểu, chủ yếu với những từ thường dùng trong sinh hoạt, giao tiếp hàng ngày.Ngoài ra, sách còn cập nhật nhiều từ mới trong các lĩnh vực kinh tế, văn hóa, khoa học, kỹ thuật",110.000,,,,,,,,,,,,, 1122.00 gam , 14.5 x 20.5 cm , 8935236409643 , 2016 ," Tiếng Anh, Tiếng Việt ", Minh Thắng , NXB Hồng Đức , 918 , Trần Mạnh Tường , Bìa cứng ,
384,Từ Điển Anh - Việt (Trên 135.000 Từ),https://www.vinabook.com/images/thumbnails/product/240x/241672_p72869m003.jpg,Tiếng Anh,,"  Thông tin tác giả    Trần Mạnh Tường 
                                                                                                                                            Trần Mạnh Tường
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nhằm đáp ứng nhu cầu học tiếng Anh đa dạng của nhiều người. Nhóm chúng tôi đã biên soạn cuốn từ điển  Anh - Việt này để phục vụ cho người học tiếng Anh thuộc mọi trình độ.Sách được biên soạn kỹ lưỡng, lượng từ phong phú giải thích dễ hiểu, chủ yếu với những từ thường dùng trong sinh hoạt, giao tiếp hàng ngày.Ngoài ra, sách còn cập nhật nhiều từ mới trong các lĩnh vực kinh tế, văn hóa, khoa học, kỹ thuật",110.000,,,,,,,,,,,,, 1166.00 gam , 14.5 x 20.5 cm , 9786048690083 , 2016 , Tiếng Việt , Minh Thắng , NXB Hồng Đức , 952 , Trần Mạnh Tường , Bìa cứng ,
385,Từ Điển Anh - Việt 110.000 Từ (Tái Bản),https://www.vinabook.com/images/thumbnails/product/240x/361616_p92257mtudien.jpg,Tiếng Anh,,"  Thông tin tác giả    Việt Fame 
                                                                                                                                            Việt Fame
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Anh - Việt 110.000 Từ:Xếp mục từ khoa họcBổ sung nhiều từ chuyên dụngPhiên âm quốc tế mới nhấtTiện dụng, dễ tra cứuHơn 110.000 mục từ, với khoảng 20.000 từ mới thuộc các lĩnh vực công nghệ thông tin, văn hóa xã hội, kinh tế, y học, giáo dục,",95.000,,,,,,,,,,,,, 1650.00 gam , 11 x 18 cm , 8935074117526 , 17/09/2020 , Tiếng Việt , Văn Lang , NXB Hồng Đức , 1320 , Việt Fame , Bìa mềm ,
386,Từ Điển Việt - Anh Thông Dụng,https://www.vinabook.com/images/thumbnails/product/240x/318944_p85089mscan0002.jpg,Tiếng Anh,,"  Thông tin tác giả    Nguyễn Trọng Báu 
                                                                                                                                            Nguyễn Trọng Báu
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Bùi Phụng 
                                                                                                                                            Bùi Phụng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong xu thế toàn cầu hóa diễn ra ngày càng sôi động như hiện nay, tầm quan trọng của ngoại ngữ là không thể phủ nhận. Tiếng Anh đã và đang trở thành một công cụ hữu ích để nhiều người phát triển tương lai và sự nghiệp của mình.Để học tốt tiếng Anh, bên cạnh những sách ngữ pháp tiếng Anh còn cần có từ điển Anh Việt, Từ điển Việt Anh.Từ điển Việt Anh được soạn thảo công phu, cẩn trọng, đã giải quyết được những vấn đề về từ ngữ, thuật ngữ truyền thống và hiện đại thuộc nhiều lĩnh vực với độ chính xác và tính phổ cập cao.Hy vọng cuốn từ điển sẽ là cẩm nang tra cứu hữu ích cho nhiều đối tượng bạn đọc, đặc biệt là các bạn học sinh, sinh viên.Mời bạn đón đọc. ",58.000,,,,,,,,,,,,, 286.00 gam , 10 x 16 cm , 8935095626120 , 06/2018 ," Tiếng Anh, Tiếng Việt ", Huy Hoàng , Nxb Thế giới , 452 ," Nguyễn Trọng Báu , Bùi Phụng ", Bìa mềm ,
387,Từ Điển Tiếng Anh Bằng Hình,https://www.vinabook.com/images/thumbnails/product/240x/280825_p78211mimg133.jpg,Tiếng Anh,,"  Thông tin tác giả    Tịnh Lâm     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đây là bộ sách giáo dục vỡ lòng cho trẻ, nhắm đúng đặc tính ham tìm hiểu của trẻ để bước đầu giúp trẻ làm quen với tiếng Anh. Cùng với sự hướng dẫn của bạn, năng lực nhận biết và ghi nhớ của trẻ được phát huy rất tốt. Bộ sách lựa chọn những đồ vật trong cuộc sống hàng ngày gần gũi với trẻ, kết hợp hướng dẫn phát âm từ dễ đến khó, đồng thời giúp trẻ ghi nhớ qua phần ""đọc và đoán"" và những bài luyện tập tổng hợp. Trẻ sẽ có một vốn từ vựng tiếng Anh cơ bản trước khi đến trường.Mời bạn đón đọc. ",117.000,,,,,,,,,,,,, 726.00 gam , 21 x 28 cm , 9786049573309 , 2017 ," Tiếng Anh, Tiếng Việt ", Văn Chương , Nxb văn học , 84 , Tịnh Lâm , Bìa cứng ,
388,Từ Điển Anh-Việt Bằng Hình Ảnh - Giới Thiệu Các Âm Chữ Cái - Dạy Bảng Chữ Cái,https://www.vinabook.com/images/thumbnails/product/240x/36334_42877.jpg,Tiếng Anh,,"  Thông tin tác giả    Anh Tuấn 
                                                                                                                                            Anh Tuấn
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Đoàn Loan     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Anh-Việt Bằng Hình Ảnh - Giới Thiệu Các Âm Chữ Cái - Dạy Bảng Chữ CáiMục lục:Dictionary section - Phần tự điểnMy body - Cơ thể của tôiClothes - Quần áoFamilies - Các gia đinhFood - Thức ănShops - Các cửa hàngNumbers - Số đếmDay of the week - Các ngày trong tuầnMonths of the year - Các ngày trong nămShapes and colours - Các hình dáng và các màu sắcDoing words - Những từ chỉ hành độngOpposite words - Những từ đối nghĩaWrords we write a lot - Từ chúng tôi viết rất nhiềuSpelling checklist - Danh sách kiểm tra chính tảMời bạn đón đọc. ",48.000,,,,,,,,,,,,, 308.00 gam , 21 x 32 cm , 8936044311340 , 12/2010 ,, Đức Tài , Nxb Mỹ thuật , 50 ," Anh Tuấn , Đoàn Loan ", Bìa mềm ,
389,Từ Điển Tiếng Anh Bằng Hình - Chủ Đề Động Vật,https://www.vinabook.com/images/thumbnails/product/240x/270871_p76991m002.jpg,Tiếng Anh,,"  Thông tin tác giả    Bích Phương     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Tiếng Anh Bằng Hình - Chủ Đề Động Vật là cuốn sách cần thiết giúp các em thiếu nhi học tiếng anh một cách dễ dàng hơn.Bộ từ điển tiếng anh bằng hình ảnh gồm có 5 cuốn:Từ điển tiếng anh bằng hình - Chủ đề động vậtTừ điển tiếng anh bằng hình - Chủ đề đồ dùngTừ điển tiếng anh bằng hình - Chủ đề Số đếm, bảng chữ cái, cờ các nước, hình dạng màu sắcTừ điển tiếng anh bằng hình - Chủ đề rau , củ quảTừ điển tiếng anh bằng hình - Chủ đề nghề nghiệp, giao thông, gia đình, cơ thể, đồ ăn, đồ uống.Sách được thiết kế song ngữ với hình ảnh minh họa sinh động, tươi tắn, chủ đề rõ ràng nhất định sẽ là người bạn đồng hành tuyệt vời với các bé trên hành trình chinh phục tiếng anh. Mời bạn đón đọc. ",75.000,,,,,,,,,,,,, 308.00 gam , 17 x 24 cm , 9786045642832 , 08/2017 ," Tiếng Anh, Tiếng Việt ", Mcbooks , NXB Phụ Nữ , 20 , Bích Phương , Bìa cứng ,
390,Từ Điển Việt - Anh (Khoảng Hơn 225.000 Từ),https://www.vinabook.com/images/thumbnails/product/240x/293421_p80135mp58384mbiatruoc.jpg,Tiếng Anh,,"  Thông tin tác giả    Nhiều tác giả     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     - Khoảng hơn 225.000 từ. - Thành ngữ, ví dụ minh họa. - Cập nhật nhiều từ mới.Từ Điển Việt-Anh cập nhật các từ vựng mới, thông dụng hiện nay, cuốn từ điển này là quyển sách vô cùng hữu ích dành cho bạn.Được biên soạn công phu, trình bày rõ ràng, đơn giản, tiện dụng; nổi bật hơn cả là sự có mặt không chỉ của những từ ngữ thông dụng được sử dụng hằng ngày mà còn có cả những từ chuyên môn ít gặp trong các từ điển phổ thông khác, cuốn từ điển này sẽ đáp ứng một cách đầy đủ và hữu hiệu nhất cho nhu cầu tra cứu, học tập tiếng Việt-Anh ngày càng cao của độc giả.Mời bạn đón đọc. ",80.000,,,,,,,,,,,,, 726.00 gam , 10 x 18 cm , 1130000080135 , 12/2012 ,, Ngọc Mai , Nxb Từ điển Bách khoa , 1240 , Nhiều tác giả , Bìa cứng ,
391,Từ Điển Việt - Anh (Dành Cho Người Việt Học Tiếng Anh Và Người Nước Ngoài Học Tiếng Việt),https://www.vinabook.com/images/thumbnails/product/240x/293414_p80133mp58362mxx718.jpg,Tiếng Anh,,"  Nhu
 cầu của bạn đọc trong việc chuyển ngữ từ tiếng Việt sang Anh trong 
nhiều lãnh vực càng ngày càng gia tăng mà những tác phẩm từ điển lọai 
này phần lớn đều biên sọan đã lâu và thiếu tính hiện đại cập nhật.  Từ
 điển gồm 25 vạn mục từ, các mục từ đều có phần đối chiếu tiếng Anh hoặc
 tường giải và các thí dụ minh họa cách dùng từ để giúp bạn đọc dẽ dàng 
tham khảo, hình dung và liên hệ với các cảnh ngữ cụ thể. Các thuật ngữ 
đối chiếu theo nguyên tắc ngắn gọn, rõ nghĩa, giải thích rõ ràng đơn 
giản. Từ điển dành cho sinh viên và học sinh và cho những ai quan tâm đến công việc khó khăn là chuyển dịch từ Việt sang Anh. Mỗi
 mục từ đều được chú thích thêm cách đọc, ghi theo các ký hiệu tiêu 
chuẩn của hiệp hội phiên âm quốc tế IPA, để tiện dụng cho quý độc giả 
người nước ngòai có nhu cầu tra cứu, cũng như những bạn dạy tiếng Việt 
cho người nước ngòai. Mời bạn đón đọc.   ",75.000,,,,,,,,,,,,, 638.00 gam , 10 x 18 cm , 1130000080133 , 03/2010 ,, Ngọc Mai , NXB Hồng Đức , 1252 ,, Bìa mềm ,
392,Từ Điển Anh - Anh - Việt (Khoảng 277.000 Từ),https://www.vinabook.com/images/thumbnails/product/240x/292826_p80029mp68524mbt.jpg,Tiếng Anh,,"  Thông tin tác giả    Thanh Long 
                                                                                                                                            Thanh Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Vĩnh Tường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Anh Anh Việt 277.000 Từ gồm những từ ngữ tiếng anh được dịch nghĩa và cập nhật các từ mới kèm theo những chú thích, minh họa, những thí dụ cụ thể và các thành ngữ thông dụng. Giúp cho bạn học tập và tra cứu từ vựng chính xác.Mời bạn đón đọc. ",72.000,,,,,,,,,,,,, 550.00 gam , 10 x 18 cm , 1130000080029 , 06/2014 , Tiếng Việt , Khang Việt , Nxb Từ điển Bách khoa , 912 ," Thanh Long , Vĩnh Tường ", Bìa mềm ,
393,Từ Điển Đồng Nghĩa Phản Nghĩa,https://www.vinabook.com/images/thumbnails/product/240x/292787_p80023mp68531mbt.jpg,Tiếng Anh,,"  Thông tin tác giả    Khang Việt     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Đồng Nghĩa Phản Nghĩa gồm có những từ Tiếng Anh đồng nghĩa và phản nghĩa giúp bạn có thể vận dụng một cách linh hoạt các từ vựng trong học tập, giao tiếp, công việc.Mời bạn đón đọc. ",62.000,,,,,,,,,,,,, 440.00 gam , 10 x 18 cm , 1130000080023 , 06/2011 ," Tiếng Anh, Tiếng Việt ", Khang Việt , Nxb Từ điển Bách khoa , 800 , Khang Việt , Bìa mềm ,
394,Từ Điển Tiếng Anh Bằng Hình - Chủ Đề Động Vật,https://www.vinabook.com/images/thumbnails/product/240x/292659_p80005mp76991m002.jpg,Tiếng Anh,,"  Thông tin tác giả    Bích Phương     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Tiếng Anh Bằng Hình - Chủ Đề Động Vật là cuốn sách cần thiết giúp các em thiếu nhi học tiếng anh một cách dễ dàng hơn.Bộ từ điển tiếng anh bằng hình ảnh gồm có 5 cuốn:Từ điển tiếng anh bằng hình - Chủ đề động vậtTừ điển tiếng anh bằng hình - Chủ đề đồ dùngTừ điển tiếng anh bằng hình - Chủ đề Số đếm, bảng chữ cái, cờ các nước, hình dạng màu sắcTừ điển tiếng anh bằng hình - Chủ đề rau , củ quảTừ điển tiếng anh bằng hình - Chủ đề nghề nghiệp, giao thông, gia đình, cơ thể, đồ ăn, đồ uống.Sách được thiết kế song ngữ với hình ảnh minh họa sinh động, tươi tắn, chủ đề rõ ràng nhất định sẽ là người bạn đồng hành tuyệt vời với các bé trên hành trình chinh phục tiếng anh. Mời bạn đón đọc. ",75.000,,,,,,,,,,,,, 308.00 gam , 17 x 24 cm , 1130000080005 , 08/2017 ," Tiếng Anh, Tiếng Việt ", Mcbooks , NXB Phụ Nữ , 20 , Bích Phương , Bìa cứng ,
